"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20210801 ~ 20210831"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 서초구"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명","해제사유발생일"
"서울특별시 서초구 방배동","562-1","0562","0001","방배대우(562-1)","84.67","202108","2","157,000","3","1992","효령로4길 56-29",""
"서울특별시 서초구 방배동","866-20","0866","0020","방배대우디오빌","28.84","202108","14","29,500","9","2005","서초대로 17",""
"서울특별시 서초구 방배동","866-20","0866","0020","방배대우디오빌","28.84","202108","25","30,500","10","2005","서초대로 17",""
"서울특별시 서초구 방배동","485-3","0485","0003","방배래미안타워","103.34","202108","9","198,000","21","2005","남부순환로 2183",""
"서울특별시 서초구 방배동","877-4","0877","0004","방배삼성홈타운(101)","129.1","202108","6","140,000","1","2004","서초대로27길 20",""
"서울특별시 서초구 방배동","752-36","0752","0036","방배아크로리버","149.225","202108","13","240,000","7","2004","방배중앙로 207-10",""
"서울특별시 서초구 방배동","998","0998","0000","방배어울림","122.785","202108","5","209,500","9","2008","명달로1길 51",""
"서울특별시 서초구 방배동","790-26","0790","0026","방배타운하우스","80.64","202108","3","120,000","3","2003","방배중앙로 147",""
"서울특별시 서초구 방배동","1030-1","1030","0001","삼호한숲","59.98","202108","5","135,000","1","1998","방배로3길 10-3",""
"서울특별시 서초구 방배동","999","0999","0000","월드빌라트(999)","261.49","202108","10","140,000","2","1994","명달로 5-103",""
"서울특별시 서초구 방배동","846-1","0846","0001","프리우스","73.25","202108","12","119,000","4","2004","방배로30길 84",""
"서울특별시 서초구 방배동","772-13","0772","0013","현대멤피스","158.82","202108","20","190,000","20","2001","방배로 249",""
"서울특별시 서초구 서초동","1445-14","1445","0014","더샵서초","33.06","202108","6","68,500","26","2006","서초중앙로2길 21",""
"서울특별시 서초구 서초동","1755","1755","0000","래미안 리더스원","114.7","202108","12","350,000","5","2020","서운로 62",""
"서울특별시 서초구 서초동","1522-1","1522","0001","래미안서초5차","120.22","202108","9","196,000","6","2005","반포대로21길 67",""
"서울특별시 서초구 서초동","1445-4","1445","0004","래미안서초유니빌","45.253","202108","21","45,000","24","2003","서초중앙로 26",""
"서울특별시 서초구 서초동","1685","1685","0000","삼풍아파트","79.47","202108","9","255,000","2","1988","서초중앙로 200",""
"서울특별시 서초구 서초동","1677-11","1677","0011","삼환바우스","84.98","202108","3","130,000","14","2006","서초대로 340",""
"서울특별시 서초구 서초동","1487-63","1487","0063","서초1차e-편한세상","130.53","202108","3","209,000","4","2004","명달로6길 31",""
"서울특별시 서초구 서초동","1675-11","1675","0011","서초대우아이빌","37.777","202108","4","32,700","9","2003","서초대로58길 10",""
"서울특별시 서초구 서초동","1364-26","1364","0026","서초블리스아파트","38.12","202108","16","69,800","3","2020","서운로6길 12",""
"서울특별시 서초구 서초동","1641-1","1641","0001","서초삼성래미안","121.66","202108","24","240,000","4","2001","사임당로17길 116",""
"서울특별시 서초구 서초동","1445-13","1445","0013","서초쌍용플래티넘","82.46","202108","21","135,000","18","2006","서초중앙로 18",""
"서울특별시 서초구 서초동","1593-7","1593","0007","서초이오빌","36.66","202108","10","36,000","14","2003","효령로53길 45",""
"서울특별시 서초구 서초동","1344-22","1344","0022","서초자연인아파트(101동)","24.14","202108","3","27,000","4","2012","서운로9길 18",""
"서울특별시 서초구 서초동","1344-23","1344","0023","서초자연인아파트(102동)","35.76","202108","10","33,500","3","2013","서운로9길 18",""
"서울특별시 서초구 서초동","1311-10","1311","0010","서초푸르지오써밋","84.95","202108","3","270,000","8","2017","서운로 201",""
"서울특별시 서초구 서초동","1311-10","1311","0010","서초푸르지오써밋","59.62","202108","12","220,000","22","2017","서운로 201",""
"서울특별시 서초구 서초동","1533","1533","0000","서초한신리빙타워","47.87","202108","21","57,200","8","1999","효령로 237",""
"서울특별시 서초구 서초동","1434-2","1434","0002","신원아침도시(1434)","83.022","202108","17","140,000","6","2004","남부순환로337가길 51-9",""
"서울특별시 서초구 서초동","1641-13","1641","0013","아남","71.1","202108","7","163,000","3","1989","사임당로23길 53",""
"서울특별시 서초구 서초동","1685-3","1685","0003","아크로비스타","205.07","202108","9","343,000","6","2004","서초중앙로 188",""
"서울특별시 서초구 서초동","1355-24","1355","0024","우정에쉐르","69","202108","25","106,000","7","2004","서운로3길 29",""
"서울특별시 서초구 서초동","1427-7","1427","0007","한승미메이드","107.53","202108","23","132,500","5","2004","남부순환로333길 15-5",""
"서울특별시 서초구 서초동","1446-11","1446","0011","현대슈퍼빌","205.67","202108","5","253,000","9","2003","서초중앙로 15",""
"서울특별시 서초구 서초동","1346","1346","0000","현대아파트","84.34","202108","14","185,000","2","1989","효령로68길 13",""
"서울특별시 서초구 서초동","1346","1346","0000","현대아파트","62.05","202108","14","167,000","7","1989","효령로72길 14",""
"서울특별시 서초구 신원동","690","0690","0000","서초포레스타5단지","114.81","202108","11","200,000","4","2014","청계산로7길 43",""
"서울특별시 서초구 양재동","154-2","0154","0002","우성","84.58","202108","5","168,000","4","1991","바우뫼로 91",""
"서울특별시 서초구 우면동","717","0717","0000","서초네이처힐3단지","84.84","202108","1","168,000","2","2013","태봉로2길 60",""
"서울특별시 서초구 우면동","717","0717","0000","서초네이처힐3단지","114.79","202108","10","195,000","10","2013","태봉로2길 60",""
"서울특별시 서초구 우면동","753","0753","0000","서초호반써밋","118.1321","202108","30","226,000","14","2013","양재대로2길 109",""
"서울특별시 서초구 잠원동","60-7","0060","0007","녹원한신","84.75","202108","15","260,000","14","1995","잠원로4길 34-11",""
"서울특별시 서초구 잠원동","67-1","0067","0001","데뜨아르","84.99","202108","7","170,000","5","2008","잠원로 46-4",""
"서울특별시 서초구 잠원동","161","0161","0000","래미안 신반포 리오센트","133.37","202108","6","389,000","25","2019","잠원로14길 32",""
"서울특별시 서초구 잠원동","162","0162","0000","반포센트럴자이","84.98","202108","14","330,000","6","2020","반포대로 310-6",""
"서울특별시 서초구 잠원동","58-24","0058","0024","신반포11","76.4","202108","3","285,000","5","1981","나루터로4길 61",""
"서울특별시 서초구 잠원동","58-24","0058","0024","신반포11","110.42","202108","5","320,000","10","1981","나루터로4길 61",""
"서울특별시 서초구 잠원동","58-24","0058","0024","신반포11","76.4","202108","18","290,000","9","1981","나루터로4길 61",""
"서울특별시 서초구 잠원동","70","0070","0000","신반포4","100.11","202108","7","317,000","6","1979","잠원로 37-48",""
"서울특별시 서초구 잠원동","70","0070","0000","신반포4","96.48","202108","17","300,000","7","1979","잠원로 37-48",""
"서울특별시 서초구 잠원동","60-3","0060","0003","신반포8","52.74","202108","4","209,500","10","1981","나루터로4길 28",""
"서울특별시 서초구 잠원동","160","0160","0000","신반포자이","84.87","202108","3","345,000","18","2018","잠원로 60",""
"서울특별시 서초구 잠원동","160","0160","0000","신반포자이","59.86","202108","5","255,000","6","2018","잠원로 60",""
"서울특별시 서초구 잠원동","63-2","0063","0002","신반포청구","84.86","202108","6","239,000","8","1998","신반포로33길 66",""
"서울특별시 서초구 잠원동","159","0159","0000","아크로리버뷰신반포","78.5","202108","4","290,000","3","2018","잠원로 117",""
"서울특별시 서초구 잠원동","159","0159","0000","아크로리버뷰신반포","78.5","202108","4","290,000","3","2018","잠원로 117","20210826"
"서울특별시 서초구 잠원동","71-12","0071","0012","킴스빌리지","23.7","202108","26","77,500","9","1996","잠원로3길 6",""
