"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 주택거래신고 1588-0149/주택임대차신고 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20220201 ~ 20220228"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 강남구"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명","해제사유발생일","거래유형","중개사소재지"
"서울특별시 강남구 삼성동","142-3","0142","0003","LG선릉에클라트(B)","36.35","202202","22","40,200","11","2004","테헤란로63길 12","","중개거래","서울 강남구"
"서울특별시 강남구 삼성동","142-3","0142","0003","LG선릉에클라트(B)","36.35","202202","25","36,700","10","2004","테헤란로63길 12","","중개거래","서울 강남구"
"서울특별시 강남구 삼성동","189","0189","0000","래미안라클래시","101.98","202202","4","381,220","7","2021","삼성로 651","","중개거래","서울 강남구"
"서울특별시 강남구 삼성동","189","0189","0000","래미안라클래시","84.99","202202","4","339,983","23","2021","삼성로 651","","중개거래","서울 강남구"
"서울특별시 강남구 삼성동","189","0189","0000","래미안라클래시","101.98","202202","9","401,430","20","2021","삼성로 651","","중개거래","서울 강남구"
"서울특별시 강남구 삼성동","16-2","0016","0002","삼성동힐스테이트 1단지","26.5","202202","11","105,000","6","2008","학동로68길 29","","중개거래","서울 강남구, 서울 서초구"
"서울특별시 강남구 삼성동","143-37","0143","0037","현대타워(13층-27층)","149.99","202202","15","225,000","26","1998","테헤란로 423","","중개거래","서울 강남구"
"서울특별시 강남구 삼성동","37","0037","0000","호산프라자","28.8","202202","12","35,000","6","1997","선릉로 604","","중개거래","서울 강남구"
"서울특별시 강남구 수서동","746","0746","0000","까치마을","34.44","202202","15","100,000","9","1993","광평로19길 10","","중개거래","서울 강남구"
"서울특별시 강남구 압구정동","369-1","0369","0001","현대1차(12,13,21,22,31,32,33동)","131.48","202202","16","460,000","9","1976","압구정로29길 71","","중개거래","서울 강남구"
"서울특별시 강남구 압구정동","456","0456","0000","현대6차(78~81,83,84,86,87동)","144.7","202202","19","490,000","8","1978","압구정로 201","","중개거래","서울 강남구, 서울 서초구"
"서울특별시 강남구 압구정동","456","0456","0000","현대7차(73~77,82,85동)","144.2","202202","9","500,000","14","1979","압구정로 201","","중개거래","서울 강남구"
"서울특별시 강남구 역삼동","823-7","0823","0007","강남역우정에쉐르","17.23","202202","16","20,500","11","2004","테헤란로10길 10","","중개거래","서울 강남구"
"서울특별시 강남구 역삼동","835-67","0835","0067","금호어울림","132.88","202202","14","208,000","14","2003","도곡로7길 22","","중개거래","서울 강남구"
"서울특별시 강남구 역삼동","713-11","0713","0011","역삼I'PARK","28.246","202202","17","84,800","6","2006","역삼로 307","","중개거래","서울 강남구"
"서울특별시 강남구 역삼동","757","0757","0000","역삼래미안","59.4","202202","28","199,000","8","2005","선릉로69길 19","","중개거래","서울 강남구"
"서울특별시 강남구 역삼동","759-1","0759","0001","은하수","67.14","202202","25","165,000","9","1992","언주로70길 24","","중개거래","서울 강남구"
"서울특별시 강남구 역삼동","706-24","0706","0024","진넥스빌2","23.85","202202","8","22,000","7","2003","언주로86길 7","","중개거래","서울 강남구"
"서울특별시 강남구 일원동","719","0719","0000","푸른마을아파트101동~111동","84.93","202202","12","209,000","12","1994","일원로14길 25","","중개거래","서울 강남구"
"서울특별시 강남구 일원동","731","0731","0000","한솔마을","84.73","202202","8","182,000","1","1994","광평로10길 6","","중개거래","서울 강남구, 서울 서초구"
"서울특별시 강남구 자곡동","619","0619","0000","엘에이치강남힐스테이트","59.93","202202","12","116,000","7","2015","자곡로3길 21","","중개거래","서울 강남구"
"서울특별시 강남구 자곡동","619","0619","0000","엘에이치강남힐스테이트","51.99","202202","14","110,000","8","2015","자곡로3길 21","","중개거래","서울 강남구"
"서울특별시 강남구 청담동","76-12","0076","0012","라테라스청담","18.55","202202","28","34,000","4","2018","학동로81길 9","","중개거래","서울 강남구"
"서울특별시 강남구 청담동","130-6","0130","0006","마크힐스웨스트윙","183.5","202202","25","570,000","6","2010","영동대로142길 21","","중개거래","서울 강남구"
"서울특별시 강남구 청담동","90-13","0090","0013","에비뉴나인티","49.61","202202","21","156,200","2","2020","도산대로59길 24","","직거래","-"
"서울특별시 강남구 청담동","102-2","0102","0002","연세힐하우스1","187.73","202202","14","300,000","1","2003","압구정로71길 30-11","","중개거래","서울 강남구"
"서울특별시 강남구 청담동","122-35","0122","0035","청담신원아침도시마인","28.3132","202202","23","29,800","6","2013","도산대로85길 30","","중개거래","서울 강남구"
"서울특별시 강남구 청담동","122-35","0122","0035","청담신원아침도시마인","49.4473","202202","25","82,500","8","2013","도산대로85길 30","","중개거래","서울 강남구"
"서울특별시 강남구 청담동","5-25","0005","0025","휴먼스타빌","35.905","202202","28","80,000","14","2005","도산대로 454","","중개거래","서울 강남구"
